               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,             0.01521,           0.0090477,                   0,                   1,             0.99997,               0.995,              0.7632,            0.008735,           0.0032593,                   0,           0.0069475,           0.0069475,           0.0069475
                  39,            0.013361,           0.0097147,                   0,                   1,             0.99997,               0.995,             0.79835,           0.0066821,           0.0030202,                   0,            0.006865,            0.006865,            0.006865
                  40,            0.014386,           0.0092395,                   0,             0.99998,                   1,               0.995,             0.78691,           0.0076019,           0.0030899,                   0,           0.0067825,           0.0067825,           0.0067825
                  41,            0.013959,            0.010063,                   0,                   1,                   1,               0.995,             0.81266,           0.0072465,           0.0030079,                   0,              0.0067,              0.0067,              0.0067
                  42,            0.014431,           0.0091733,                   0,             0.99999,                   1,               0.995,             0.79484,           0.0076177,           0.0030893,                   0,           0.0066175,           0.0066175,           0.0066175
                  43,            0.015156,           0.0088807,                   0,             0.99999,                   1,               0.995,             0.78998,           0.0081231,           0.0032261,                   0,            0.006535,            0.006535,            0.006535
                  44,            0.014807,           0.0087082,                   0,                   1,                   1,               0.995,             0.77152,            0.008474,           0.0032706,                   0,           0.0064525,           0.0064525,           0.0064525
                  45,            0.014446,           0.0092314,                   0,             0.99997,                   1,               0.995,             0.81686,           0.0070822,           0.0031159,                   0,             0.00637,             0.00637,             0.00637
                  46,            0.013625,           0.0084464,                   0,             0.99997,                   1,               0.995,             0.78453,           0.0081806,            0.003261,                   0,           0.0062875,           0.0062875,           0.0062875
                  47,            0.013861,           0.0084206,                   0,             0.99999,                   1,               0.995,             0.78482,           0.0088852,           0.0032099,                   0,            0.006205,            0.006205,            0.006205
                  48,            0.014517,           0.0091917,                   0,             0.99998,                   1,               0.995,             0.80363,           0.0068311,           0.0032324,                   0,           0.0061225,           0.0061225,           0.0061225
                  49,            0.015414,           0.0085571,                   0,             0.99999,                   1,               0.995,             0.80246,           0.0086405,           0.0032407,                   0,             0.00604,             0.00604,             0.00604
                  50,            0.013836,           0.0087955,                   0,                   1,             0.99998,               0.995,             0.82811,           0.0068375,           0.0031614,                   0,           0.0059575,           0.0059575,           0.0059575
                  51,            0.012962,           0.0088319,                   0,             0.99999,                   1,               0.995,             0.81224,           0.0065066,           0.0031922,                   0,            0.005875,            0.005875,            0.005875
                  52,            0.014094,           0.0088548,                   0,             0.99998,                   1,               0.995,             0.79813,           0.0065355,           0.0033958,                   0,           0.0057925,           0.0057925,           0.0057925
                  53,            0.012001,           0.0082317,                   0,             0.99998,                   1,               0.995,             0.79326,           0.0083861,            0.003377,                   0,             0.00571,             0.00571,             0.00571
                  54,            0.014646,           0.0093879,                   0,             0.99999,                   1,               0.995,             0.81453,           0.0068247,           0.0032751,                   0,           0.0056275,           0.0056275,           0.0056275
                  55,            0.012229,           0.0085146,                   0,             0.99997,                   1,               0.995,             0.81586,           0.0066659,            0.003238,                   0,            0.005545,            0.005545,            0.005545
                  56,            0.012019,           0.0088513,                   0,             0.99999,                   1,               0.995,             0.80391,           0.0073452,           0.0033543,                   0,           0.0054625,           0.0054625,           0.0054625
                  57,            0.012079,           0.0082615,                   0,             0.99999,                   1,               0.995,             0.78828,           0.0081991,           0.0033313,                   0,             0.00538,             0.00538,             0.00538
                  58,            0.012573,           0.0088865,                   0,             0.99997,                   1,               0.995,             0.81735,           0.0062552,           0.0032819,                   0,           0.0052975,           0.0052975,           0.0052975
                  59,            0.012696,           0.0085085,                   0,                   1,                   1,               0.995,             0.82379,           0.0060844,             0.00315,                   0,            0.005215,            0.005215,            0.005215
                  60,            0.014834,           0.0080449,                   0,                   1,                   1,               0.995,             0.78818,            0.006923,           0.0031619,                   0,           0.0051325,           0.0051325,           0.0051325
                  61,             0.01209,           0.0084666,                   0,                   1,             0.99999,               0.995,             0.80289,           0.0069384,           0.0031124,                   0,             0.00505,             0.00505,             0.00505
                  62,             0.01119,           0.0080011,                   0,             0.99998,                   1,               0.995,             0.81656,           0.0068364,            0.003367,                   0,           0.0049675,           0.0049675,           0.0049675
                  63,            0.012046,            0.008459,                   0,             0.99997,                   1,               0.995,             0.80708,           0.0069845,           0.0032979,                   0,            0.004885,            0.004885,            0.004885
                  64,            0.013102,           0.0084021,                   0,             0.99996,                   1,               0.995,             0.81484,           0.0070151,            0.003541,                   0,           0.0048025,           0.0048025,           0.0048025
                  65,            0.011479,           0.0082469,                   0,             0.99999,                   1,               0.995,             0.80188,            0.008016,           0.0033468,                   0,             0.00472,             0.00472,             0.00472
                  66,            0.010244,           0.0078093,                   0,                   1,                   1,               0.995,             0.80209,           0.0072159,           0.0034386,                   0,           0.0046375,           0.0046375,           0.0046375
                  67,            0.014418,           0.0083641,                   0,                   1,             0.99999,               0.995,             0.80341,           0.0073642,           0.0036168,                   0,            0.004555,            0.004555,            0.004555
                  68,            0.011211,           0.0080625,                   0,             0.99999,                   1,               0.995,             0.78412,           0.0077407,           0.0039029,                   0,           0.0044725,           0.0044725,           0.0044725
                  69,            0.010268,           0.0081853,                   0,             0.99997,                   1,               0.995,             0.79814,           0.0070887,           0.0038826,                   0,             0.00439,             0.00439,             0.00439
                  70,            0.010588,           0.0072577,                   0,             0.99999,                   1,               0.995,             0.80452,           0.0068336,           0.0038998,                   0,           0.0043075,           0.0043075,           0.0043075
                  71,            0.013524,           0.0080716,                   0,             0.99999,                   1,               0.995,             0.78977,           0.0067937,           0.0038807,                   0,            0.004225,            0.004225,            0.004225
                  72,            0.011662,           0.0089535,                   0,             0.99998,                   1,               0.995,             0.81547,            0.006192,           0.0037512,                   0,           0.0041425,           0.0041425,           0.0041425
                  73,            0.012069,           0.0079095,                   0,             0.99997,                   1,               0.995,             0.81332,           0.0064776,           0.0035858,                   0,             0.00406,             0.00406,             0.00406
                  74,            0.011929,           0.0079418,                   0,                   1,             0.99997,               0.995,             0.79877,           0.0060758,           0.0035487,                   0,           0.0039775,           0.0039775,           0.0039775
                  75,           0.0096902,           0.0080073,                   0,             0.99996,                   1,               0.995,             0.82543,           0.0063495,           0.0034578,                   0,            0.003895,            0.003895,            0.003895
                  76,            0.011074,           0.0079182,                   0,                   1,             0.99998,               0.995,             0.79859,           0.0062813,           0.0035542,                   0,           0.0038125,           0.0038125,           0.0038125
                  77,             0.01129,           0.0074691,                   0,             0.99998,                   1,               0.995,             0.80059,           0.0064767,           0.0035937,                   0,             0.00373,             0.00373,             0.00373
                  78,            0.010056,           0.0079339,                   0,             0.99998,                   1,               0.995,             0.81308,           0.0064213,           0.0036448,                   0,           0.0036475,           0.0036475,           0.0036475
                  79,            0.010422,           0.0082664,                   0,             0.99999,                   1,               0.995,             0.80378,           0.0064886,           0.0035727,                   0,            0.003565,            0.003565,            0.003565
                  80,            0.010635,           0.0082586,                   0,             0.99999,                   1,               0.995,             0.81885,           0.0064679,           0.0035629,                   0,           0.0034825,           0.0034825,           0.0034825
                  81,            0.012073,           0.0085896,                   0,             0.99998,                   1,               0.995,             0.80805,           0.0063144,           0.0035897,                   0,              0.0034,              0.0034,              0.0034
                  82,            0.011259,            0.007722,                   0,             0.99997,                   1,               0.995,             0.81314,           0.0064989,           0.0035914,                   0,           0.0033175,           0.0033175,           0.0033175
                  83,           0.0093913,           0.0076698,                   0,             0.99999,                   1,               0.995,             0.81959,           0.0064191,           0.0036178,                   0,            0.003235,            0.003235,            0.003235
                  84,           0.0092928,           0.0078693,                   0,             0.99999,                   1,               0.995,              0.8202,           0.0062953,           0.0035637,                   0,           0.0031525,           0.0031525,           0.0031525
                  85,            0.011679,           0.0074353,                   0,             0.99998,                   1,               0.995,             0.83083,             0.00627,           0.0034724,                   0,             0.00307,             0.00307,             0.00307
                  86,           0.0094205,           0.0075469,                   0,             0.99999,                   1,               0.995,             0.83621,           0.0060254,           0.0033302,                   0,           0.0029875,           0.0029875,           0.0029875
                  87,             0.01086,           0.0076271,                   0,                   1,                   1,               0.995,             0.83019,           0.0059346,           0.0032744,                   0,            0.002905,            0.002905,            0.002905
                  88,            0.010052,           0.0079601,                   0,             0.99998,                   1,               0.995,             0.82213,            0.005962,           0.0034104,                   0,           0.0028225,           0.0028225,           0.0028225
                  89,            0.011386,           0.0071648,                   0,             0.99997,                   1,               0.995,             0.82498,           0.0060098,           0.0034658,                   0,             0.00274,             0.00274,             0.00274
                  90,            0.010485,           0.0076416,                   0,             0.99999,                   1,               0.995,             0.82732,           0.0061894,           0.0033599,                   0,           0.0026575,           0.0026575,           0.0026575
                  91,            0.009509,             0.00728,                   0,             0.99999,                   1,               0.995,             0.82579,           0.0061111,           0.0033519,                   0,            0.002575,            0.002575,            0.002575
                  92,           0.0095776,           0.0074412,                   0,             0.99999,                   1,               0.995,             0.83203,           0.0061995,           0.0032075,                   0,           0.0024925,           0.0024925,           0.0024925
                  93,            0.009968,           0.0073032,                   0,             0.99999,                   1,               0.995,             0.83474,           0.0061796,            0.003272,                   0,             0.00241,             0.00241,             0.00241
                  94,           0.0091168,           0.0073147,                   0,             0.99999,                   1,               0.995,             0.83296,           0.0061094,           0.0032684,                   0,           0.0023275,           0.0023275,           0.0023275
                  95,           0.0093204,           0.0072751,                   0,             0.99999,                   1,               0.995,             0.82649,           0.0060826,           0.0033896,                   0,            0.002245,            0.002245,            0.002245
                  96,            0.010663,             0.00725,                   0,             0.99998,                   1,               0.995,              0.8166,           0.0060993,           0.0033392,                   0,           0.0021625,           0.0021625,           0.0021625
                  97,           0.0097959,           0.0083103,                   0,             0.99999,                   1,               0.995,             0.83152,           0.0059518,           0.0033626,                   0,             0.00208,             0.00208,             0.00208
                  98,           0.0082559,           0.0071524,                   0,             0.99999,                   1,               0.995,             0.82358,           0.0062003,           0.0033779,                   0,           0.0019975,           0.0019975,           0.0019975
                  99,           0.0098657,           0.0068001,                   0,             0.99999,                   1,               0.995,             0.82577,           0.0061945,           0.0034621,                   0,            0.001915,            0.001915,            0.001915
                 100,           0.0095196,           0.0071066,                   0,             0.99998,                   1,               0.995,             0.82395,           0.0061421,           0.0034805,                   0,           0.0018325,           0.0018325,           0.0018325
                 101,           0.0096282,           0.0071226,                   0,                   1,                   1,               0.995,             0.82771,           0.0061133,           0.0034218,                   0,             0.00175,             0.00175,             0.00175
                 102,            0.009233,           0.0072991,                   0,                   1,                   1,               0.995,             0.82839,           0.0061595,           0.0033973,                   0,           0.0016675,           0.0016675,           0.0016675
                 103,           0.0088794,           0.0073969,                   0,             0.99998,                   1,               0.995,             0.83583,           0.0062291,           0.0033199,                   0,            0.001585,            0.001585,            0.001585
                 104,           0.0088632,           0.0072905,                   0,             0.99998,                   1,               0.995,             0.83432,           0.0063789,           0.0032976,                   0,           0.0015025,           0.0015025,           0.0015025
                 105,            0.010926,           0.0073186,                   0,             0.99997,                   1,               0.995,             0.82293,           0.0064047,            0.003367,                   0,             0.00142,             0.00142,             0.00142
                 106,           0.0083161,            0.006797,                   0,             0.99999,                   1,               0.995,              0.8309,           0.0062901,            0.003412,                   0,           0.0013375,           0.0013375,           0.0013375
                 107,           0.0088347,            0.006977,                   0,                   1,                   1,               0.995,             0.82963,           0.0064106,           0.0033966,                   0,            0.001255,            0.001255,            0.001255
                 108,           0.0091029,           0.0069218,                   0,             0.99998,                   1,               0.995,             0.83267,           0.0063243,           0.0033118,                   0,           0.0011725,           0.0011725,           0.0011725
                 109,           0.0092576,           0.0069246,                   0,             0.99998,                   1,               0.995,             0.83113,           0.0063361,           0.0033157,                   0,             0.00109,             0.00109,             0.00109
                 110,           0.0079871,           0.0066851,                   0,             0.99999,                   1,               0.995,             0.82911,           0.0063337,           0.0033707,                   0,           0.0010075,           0.0010075,           0.0010075
                 111,            0.010138,           0.0071274,                   0,                   1,                   1,               0.995,             0.83215,           0.0062796,           0.0033715,                   0,            0.000925,            0.000925,            0.000925
                 112,           0.0083617,           0.0069633,                   0,             0.99999,                   1,               0.995,             0.83482,           0.0062599,           0.0034011,                   0,           0.0008425,           0.0008425,           0.0008425
                 113,           0.0082689,           0.0076891,                   0,             0.99998,                   1,               0.995,             0.82584,           0.0062278,           0.0034202,                   0,             0.00076,             0.00076,             0.00076
                 114,           0.0093168,           0.0067401,                   0,             0.99999,                   1,               0.995,             0.83315,           0.0061183,           0.0033941,                   0,           0.0006775,           0.0006775,           0.0006775
                 115,            0.010019,           0.0072495,                   0,             0.99999,                   1,               0.995,             0.82894,           0.0061056,           0.0034072,                   0,            0.000595,            0.000595,            0.000595
                 116,            0.008179,           0.0070965,                   0,             0.99999,                   1,               0.995,             0.83394,           0.0060814,           0.0033925,                   0,           0.0005125,           0.0005125,           0.0005125
                 117,           0.0087295,           0.0072133,                   0,             0.99999,                   1,               0.995,             0.83788,           0.0060269,           0.0034037,                   0,             0.00043,             0.00043,             0.00043
                 118,            0.010629,           0.0067263,                   0,             0.99999,                   1,               0.995,             0.83748,           0.0059714,           0.0034071,                   0,           0.0003475,           0.0003475,           0.0003475
                 119,           0.0096756,           0.0067482,                   0,             0.99999,                   1,               0.995,             0.83688,           0.0060123,           0.0034211,                   0,            0.000265,            0.000265,            0.000265
